no,Folder(NamePlant)
2155,Gloriosa_superba
2156,Glossocarya_siamensis
2157,Glossogyne_condorensis
2158,Glossogyne_tenuifolia
2159,Gluta_compacta
2160,Gluta_megalocarpa
2161,Gluta_velutina
2162,Glycine_max
2163,Glycyrrhiza_uralensis
2164,Glyptopetalum_calyptratum
2165,Glyptopetalum_gracilipes
2166,Glyptopetalum_longepdunculatum
2167,Glyptopetalum_thorelli
2168,Glyptostrobus_pensilis
2169,Gmelina_arborea
2170,Gmelina_elliptica
2171,Gmelina_philippinensis
2172,Gnaphalium_affine
2173,Gnetum_cuspidatum
2174,Gnetum_gnemon
2175,Gnetum_latifolium
2176,Gnetum_macrostachyanum
2177,Gnetum_parvifolium
2178,Gomphandra_donnaiensis
2179,Gomphandra_mollis
2180,Gomphandra_quadrifida
2181,Gomphandra_tetrandra
2182,Gomphia_striata
2183,Gomphogyne_cissiformis
2184,Gomphostemma_crinitum
2185,Gomphostemma_javanicum
2186,Gomphostemma_lucidum
2187,Gomphostemma_niveum
2188,Gomphostemma_paviflorum
2189,Gomphostemma_strobilinum
2190,Gomphrena_globosa
2191,Goniophlebium_argutum
2192,Goniothalamus_albiflorus
2193,Goniothalamus_chartaceus
2194,Goniothalamus_donnaiensis
2195,Goniothalamus_expansus
2196,Goniothalamus_gabriacianus
2197,Goniothalamus_leiocarpus
2198,Goniothalamus_multiovulatus
2199,Goniothalamus_takhtajanii
2200,Goniothalamus_tenuifolius
2201,Goniothalamus_undulatus
2202,Goniothalamus_wightii
2203,Gonostegia_pentandra
2204,Goodyera_foliosa
2205,Goodyera_hispida
2206,Goodyera_rhombodoides
2207,Goodyera_viridiflora
2208,Gordonia_balansae
2209,Gordonia_gigantiflora
2210,Gossypium_arboreum
2211,Gossypium_hirsutum
2212,Grammitis_adspersa
2213,Grammitis_congener
2214,Grammitis_dorsipila
2215,Grammitis_lasiosora
2216,Grangea_maderaspatana
2217,Grevillea_robusta
2218,Grewia_acuminata
2219,Grewia_asiatica
2220,Grewia_bilamellata
2221,Grewia_callophylla
2222,Grewia_glabra
2223,Grewia_langsonensis
2224,Grewia_oligandra
2225,Grewia_polygama
2226,Grewia_sessilifolia
2227,Grewia_urenifolia
2228,Guazuma_ulmifolia
2229,Guihaia_grossefibrosa
2230,Guioa_pleuropteris
2231,Gymananthera_oblonga
2232,Gymnema_alterniflorum
2233,Gymnema_griffithii
2234,Gymnema_latifolium
2235,Gymnema_sylvestre
2236,Gymnocladus_angustifolius
2237,Gymnopetalum_integrifolium
2238,Gymnosporia_diversifolia
2239,Gymnotheca_chinensis
2240,Gynostemma_laxum
2241,Gynura_aurantiaca
2242,Gynura_colaniae
2243,Gynura_divaricata
2244,Gynura_lycopersicifolia
2245,Gynura_ovalis
2246,Habenaria_acuifera
2247,Habenaria_arietina
2248,Habenaria_commelinifolia
2249,Habenaria_erostrata
2250,Habenaria_godefroyi
2251,Habenaria_lindleyana
2252,Habenaria_lucida
2253,Habenaria_mandersii
2254,Habenaria_petelotii
2255,Habenaria_praetermissa
2256,Habenaria_reniformis
2257,Habenaria_rostellifera
2258,Habenaria_rumphii
2259,Habenaria_viridiflora
2260,Haemanthus_multiflorum
2261,Halodule_pinifolia
2262,Halophila_beccarii
2263,Halophila_minor
2264,Halophila_ovata
2265,Hancockia_uniflora
2266,Hapaline_benthamiana
2267,Hapaline_ellipticifolia
2268,Harmandia_mekongensis
2269,Harpullia_arborea
2270,Harrisonia_perforata
2271,Hartia_tonkinensis
2272,Hedera_sinensis
2273,Hedychium_coccineum
2274,Hedychium_ellipticum
2275,Hedychium_gardnerianum
2276,Hedychium_stenopetalum
2277,Hedychium_yunnaense
2278,Hedyotis_acutangula
2279,Hedyotis_crassifolia
2280,Hedyotis_uncinella
2281,Helianthus_annuus
2282,Helicia_cauliflora
2283,Helicia_excelsa
2284,Helicia_grandifolia
2285,Helicia_hainanensis
2286,Helicia_nilagirica
2287,Helicia_robusta
2288,Heliciopsis_lobata
2289,Heliconia_bihai
2290,Helicteres_angustifolia
2291,Helicteres_hirsuta
2292,Helicteres_viscida
2293,Heliotropium_marifolium
2294,Helixanthera_delavayi
2295,Helwingia_himalaica
2296,Hemarthria_altissima
2297,Hemarthria_longiflora
2298,Hemerocallis_fulva
2299,Hemiboea_cavaleriei
2300,Hemiboea_poilanei
2301,Hemiboea_thanhhoensis
2302,Hemigraphis_alternata
2303,Hemigraphis_procumbens
2304,Hemionitis_arifolia
2305,Hemipilia_calophylla
2306,Hemisorghum_mekongense
2307,Hemsleya_chinensis
2308,Heracleum_hemsleyanum
2309,Heritiera_cordata
2310,Heritiera_macrophylla
2311,Hernandia_nymphifolia
2312,Hetaeria_affinis
2313,Hetaeria_oblongifolia
2314,Heteropanax_chinensis
2315,Heteropappus_hispidus
2316,Heteropogon_contortus
2317,Heterosmilax_borneensis
2318,Heterosmilax_paniculata
2319,Heterosmilax_septemnervia
2320,Heterostemma_grandiflorum
2321,Hewittia_scandens
2322,Hibiscus_macrophyllus
2323,Hibiscus_mutabilis
2324,Hibiscus_rosa-sinensis
2325,Hibiscus_surattensis
2326,Hibiscus_tiliaceus
2327,Hiepia_corymbosa
2328,Hippeastrum_reticulatum
2329,Hippomane_mancinella
2330,Hiptage_candicans
2331,Hodgsonia_macrocarpa
2332,Holarrhena_pubescens
2333,Holboellia_chapaensis
2334,Holcoglossum_amesianum
2335,Holcoglossum_wangii
2336,Holoptelea_integrifolia
2337,Homalium_ceylanicum
2338,Homalomena_gigantea
2339,Homalomena_pedula
2340,Homalomena_tonkinensis
2341,Homonoia_retusa
2342,Hopea_chinensis
2343,Hopea_ferrea
2344,Hopea_helferi
2345,Hopea_mollissima
2346,Hopea_pierrei
2347,Hopea_reticulata
2348,Hopea_vietnamensis
2349,Hornstedtia_sanhan
2350,Horsfieldia_hainanensis
2351,Horsfieldia_kingii
2352,Horsfieldia_thorelii
2353,Hoya_carnosa
2354,Hoya_fusca
2355,Hoya_hanhiae
2356,Hoya_liangii
2357,Hoya_longipedunculata
2358,Hoya_macrophylla
2359,Hoya_multiflora
2360,Hoya_parasitica
2361,Hoya_wallichiana
2362,Humulus_lupulus
2363,Huodendron_biaristatum
2364,Huodendron_tibeticum
2365,Huperzia_carinata
2366,Huperzia_phlegmaria
2367,Hupezia_squarrosa
2368,Hydnocarpus_anthelmintica
2369,Hydnocarpus_hainanensis
2370,Hydnocarpus_kurzii
2371,Hydnocarpus_saigonensis
2372,Hydrangea_aspera
2373,Hydrangea_macrophylla
2374,Hydrobryum_japonicum
2375,Hydrocharis_dubia
2376,Hydrocotyle_chinensis
2377,Hydrocotyle_petelotii
2378,Hydrocotyle_siamica
2379,Hydrocotyle_tonkinensis
2380,Hydrocotyle_wilfordii
2381,Hygrochilus_parishii
2382,Hygrophyla_polysperma
2383,Hylocereus_undatus
2384,Hymenaea_courbaril
2385,Hymenocallis_speciosa
2386,Hymenophyllum_badium
2387,Hymenophyllum_denticulatum
2388,Hymenophyllum_fimbriatum
2389,Hymenopyramis_brachiata
2390,Hymenorchis_phitamii
2391,Hyparrhenia_diplandra
2392,Hyparrhenia_filipendula
2393,Hypodematium_crenatum
2394,Hypolytrum_longiostre
2395,Hypolytrum_ohwianum
2396,Hypoxis_aurea
2397,Hyptis_rhomboidea
2398,Ilex_annamensis
2399,Ilex_chapaensis
2400,Ilex_cinerea
2401,Ilex_crenata
2402,Ilex_glomerata
2403,Ilex_kaushue
2404,Ilex_maclurei
2405,Ilex_memecylifolia
2406,Ilex_odorata
2407,Ilex_pubilimba
2408,Ilex_purpurea
2409,Ilex_subficoidea
2410,Ilex_trifolia
2411,Ilex_viridis
2412,Ilex_wightiana
2413,Illicium_difengpi
2414,Illicium_macranthum
2415,Illicium_pachyphyllum
2416,Illicium_parvifolium
2417,Illicium_petelotii
2418,Illicium_tenuifolium
2419,Illicium_tsaii
2420,Illigera_celebica
2421,Impatiens_balansae
2422,Impatiens_claviger
2423,Impatiens_luteola
2424,Impatiens_walleriana
2425,Imperata_cylindrica
2426,Indigofera_aralensis
2427,Indigofera_atropurpurea
2428,Indigofera_caloneura
2429,Indigofera_colutea
2430,Indigofera_galegoides
2431,Indigofera_hirsuta
2432,Indigofera_linnaei
2433,Indigofera_nigrescens
2434,Indigofera_sootepensis
2435,Indigofera_squalida
2436,Indigofera_suffruticosa
2437,Indigofera_trifoliata
2438,Indigofera_zollingeriana
2439,Indosasa_bacquangensis
2440,Indosasa_hispida
2441,Indosinia_involucrata
2442,Inula_forrestii
2443,Inula_racemosa
2444,Iphigenia_indica
2445,Ipomoea_batatas
2446,Ipomoea_bonii
2447,Ipomoea_cairica
2448,Ipomoea_carnea
2449,Ipomoea_digitata
2450,Ipomoea_hederifolia
2451,Ipomoea_macrantha
2452,Ipomoea_muricata
2453,Ipomoea_pes-
2454,Ipomoea_polymorpha
2455,Iresine_herbstii
2456,Irvingia_malayana
2457,Isachne_ascendens
2458,Isachne_cochinchinensis
2459,Isachne_globosa
2460,Isachne_kunthiana
2461,Isachne_miliacea
2462,Isachne_pallens
2463,Isachne_polygonoides
2464,Isachne_truncata
2465,Ischaemum_australe
2466,Ischaemum_eberhardtii
2467,Ischaemum_rugosum
2468,Ischaemum_tenuifolium
2469,Ischaemum_timorense
2470,Isodon_coetsa
2471,Isodon_lophanthoides
2472,Isodon_walkeri
2473,Isoglossa_fastidiosa
2474,Itea_chinensis
2475,Itoa_orientalis
2476,Ixeris_debilis
2477,Ixeris_gracilis
2478,Ixeris_makinoana
2479,Ixeris_versicolor
2480,Jacaranda_mimosifolia
2481,Jacquemontia_paniculata
2482,Jasminanthes_xuanlienensis
2483,Jasminum_arborescens
2484,Jasminum_eberhardtii
2485,Jasminum_microcalyx
2486,Jasminum_nervosum
2487,Jasminum_pierreanum
2488,Jasminum_sambac
2489,Jatropha_gossypiifolia
2490,Jatropha_multifida
2491,Juglans_regia
2492,Juncus_effusus
2493,Justicia_gendarussa
2494,Justicia_neesiana
2495,Kadsura_coccinea
2496,Kadsura_logipedunculata
2497,Kaempferia_angustifolia
2498,Kaempferia_cochinchinensis
2499,Kaempferia_fallax
2500,Kaempferia_pulchra
2501,Kalanchoe_blossfeldiana
2502,Kalanchoe_integra
2503,Kalanchoe_mortagei
2504,Kalanchoe_tubiflora
2505,Karomia_fragrans
2506,Kerriochloa_siamensis
2507,Keteleeria_evelyniana
2508,Khaya_senegalensis
2509,Kibatalia_macrophylla
2510,Kinabaluchloa_wrayi
2511,Knema_elegans
2512,Knema_globularia
2513,Knema_pachycarpa
2514,Knema_pierrei
2515,Knema_squamulosa
2516,Koilodepas_longifolium
2517,Kopsia_cochinchinensis
2518,Kopsia_harmandiana
2519,Kopsia_tonkinensis
2520,Korthalsia_laciniosa
2521,Kummerowia_stipulacea
2522,Kydia_calycina
2523,Kyllinga_curvispiculosa
2524,Kyllinga_nemoralis
2525,Kyllinga_polyphylla
2526,Lablab_purpureus
2527,Lactuca_denticulata
2528,Lactuca_graciliflora
2529,Lactuca_indica
2530,Lactuca_repens
2531,Lactuca_sororia
2532,Lagenaria_siceraria
2533,Lagerstroemia_balansae
2534,Lagerstroemia_loudonii
2535,Lagerstroemia_tomentosa
2536,Laggera_alata
2537,Laggera_intermedia
2538,Lannea_coromandelica
2539,Lantana_camara
2540,Laportea_disepala
2541,Laportea_thorelii
2542,Lasianthus_fansipanensis
2543,Lasiococca_chanii
2544,Lasiococca_locii
2545,Launaea_acaulis
2546,Launaea_sarmentosa
2547,Lawsonia_inermis
2548,Lecanthus_peduncularis
2549,Leea_aequata
2550,Leea_guineensis
2551,Leea_rubra
2552,Leersia_hexandra
2553,Lemmaphyllum_microphyllum
2554,Lemnaphyllum_microphyllum
2555,Lemna_japonica
2556,Lemna_tenera
2557,Leonotis_nepetifolia
2558,Leonurus_japonicus
2559,Lepidosperma_chinense
2560,Lepironia_articulata
2561,Lepisanthes_rubiginosa
2562,Lepisorus_kuchenensis
2563,Lepisorus_macrosphaerus
2564,Lepisorus_sublinearis
2565,Lepisorus_subrostratus
2566,Lepisorus_tosaensis
2567,Lepistemon_binectariferum
2568,Leptaspis_urceolata
2569,Leptochilus_cantoniensis
2570,Leptochilus_hemitomus
2571,Leptochilus_macrophyllus
2572,Leptochloa_chinensis
2573,Leptochloa_panicea
2574,Leptomischus_primuloides
2575,Leptopus_australis
2576,Lespedeza_davurica
2577,Leucaena_leucocephala
2578,Leucas_biflora
2579,Leucas_mollissima
2580,Leucomeris_decora
2581,Leucosceptrum_canum
2582,Licuala_bracteata
2583,Licuala_elegans
2584,Licuala_glaberrima
2585,Licuala_hexasepala
2586,Licuala_radula
2587,Licuala_spinosa
2588,Ligularia_petelotii
2589,Ligustrum_sinense
2590,Lilium_brownii
2591,Lilium_concolor
2592,Lilium_lancifolium
2593,Lilium_polanei
2594,Limnophila_connata
2595,Limnophila_erecta
2596,Limnophila_heterophylla
2597,Limnophila_rugosa
2598,Limnophyton_obtusifolium
2599,Lindenbergia_muraria
2600,Lindera_aggregate
2601,Lindera_assamica
2602,Lindera_communis
2603,Lindera_gracilipes
2604,Lindera_metcalfiana
2605,Lindera_nacusua
2606,Lindera_sinensis
2607,Lindera_thomsonii
2608,Lindernia_antipoda
2609,Lindernia_ciliata
2610,Lindernia_latifolia
2611,Lindernia_pusilla
2612,Lindernia_stolonifera
2613,Linociera_robinsonii
2614,Linum_usitatissimum
2615,Liparis_acutissima
2616,Liparis_atrosanguinea
2617,Liparis_averyanoviana
2618,Liparis_clypeolum
2619,Liparis_conopea
2620,Liparis_deflexa
2621,Liparis_elliptica
2622,Liparis_ferruginea
2623,Liparis_gibbosa
2624,Liparis_mannii
2625,Liparis_nervosa
2626,Liparis_oppositifolia
2627,Liparis_pumila
2628,Liparis_regnieri
2629,Liparis_sparsiflora
2630,Liparis_viridiflora
2631,Lipocarpha_microcephala
2632,Liquidambar_formosana
2633,Liriodendron_chinense
2634,Lithocarpus_ailaoensis
2635,Lithocarpus_annamensis
2636,Lithocarpus_areca
2637,Lithocarpus_bacgiangensis
2638,Lithocarpus_bassacensis
2639,Lithocarpus_bentramensis
2640,Lithocarpus_braianensis
2641,Lithocarpus_cambodiensis
2642,Lithocarpus_cerifer
2643,Lithocarpus_coalitus
2644,Lithocarpus_cryptocarpus
2645,Lithocarpus_dahuoaiensis
2646,Lithocarpus_dealbatus
2647,Lithocarpus_ducampii
2648,Lithocarpus_elaeagnifolius
2649,Lithocarpus_elegans
2650,Lithocarpus_elizabethae
2651,Lithocarpus_farinulentus
2652,Lithocarpus_fordianus
2653,Lithocarpus_garrettianus
2654,Lithocarpus_gougerotae
2655,Lithocarpus_guinieri
2656,Lithocarpus_kemmeratensis
2657,Lithocarpus_kozlovii
2658,Lithocarpus_kunstleri
2659,Lithocarpus_laouanensis
2660,Lithocarpus_leiostachyus
2661,Lithocarpus_leucostachyus
2662,Lithocarpus_lindleyanus
2663,Lithocarpus_longipedicellatus
2664,Lithocarpus_megalophyllus
2665,Lithocarpus_mekongensis
2666,Lithocarpus_nebularum
2667,Lithocarpus_obovatifolius
2668,Lithocarpus_ombrophilus
2669,Lithocarpus_pachycarpus
2670,Lithocarpus_pakhaensis
2671,Lithocarpus_paviei
2672,Lithocarpus_phansipanensis
2673,Lithocarpus_platyphyllus
2674,Lithocarpus_podocarpus
2675,Lithocarpus_proboscideus
2676,Lithocarpus_quangnamensis
2677,Lithocarpus_rouletii
2678,Lithocarpus_silvicolarum
2679,Lithocarpus_sphaerocarpus
2680,Lithocarpus_tephrocarpus
2681,Lithocarpus_toumorangensis
2682,Lithocarpus_triqueter
2683,Lithocarpus_vestitus
2684,Lithocarpus_vuquangensis
2685,Lithocarpus_yersinii
2686,Litsea_balansae
2687,Litsea_brevipes
2688,Litsea_chartacea
2689,Litsea_cubeba
2690,Litsea_ferruginea
2691,Litsea_firma
2692,Litsea_glutinosa
2693,Litsea_laevifolia
2694,Litsea_lancilimba
2695,Litsea_longistaminata
2696,Litsea_monopelata
2697,Litsea_panamonja
2698,Litsea_rubescens
2699,Litsea_thorelii
2700,Litsea_variabilis
2701,Litsea_viridis
2702,Livistona_chinensis
2703,Livistona_saribus
2704,Lobelia_alsinoides
2705,Lobelia_erinus
2706,Lobelia_heyniana
2707,Loeseneriella_merrilleana
2708,Lomariopsis_spectabilis
2709,Lonicera_acuminata
2710,Lonicera_bournei
2711,Lonicera_confusa
2712,Lonicera_hildebrandica
2713,Lonicera_japonica
2714,Lophatherum_gracile
2715,Loxogramme_acroscopa
2716,Loxogramme_chinensis
2717,Loxogramme_lankokiensis
2718,Loxostigma_griffithii
2719,Ludwigia_adscendens
2720,Ludwigia_hyssopifolia
2721,Ludwigia_perennis
2722,Luffa_cylindrica
2723,Luisia_brachystachys
2724,Luisia_filiformis
2725,Luisia_morsei
2726,Luisia_psyche
2727,Luisia_trichorhiza
2728,Lumitzera_littorea
2729,Luzula_effusa
2730,Lycianthes_bigeminata
2731,Lycianthes_laevis
2732,Lycianthes_lysimachioides
2733,Lycianthes_neesiana
2734,Lycium_cochinchinense
2735,Lycopersicon_esculentum
2736,Lycopodium_casuarinoides
2737,Lycopodium_complanatum
2738,Lycoris_radiata
2739,Lygodium_auriculatus
2740,Lygodium_digitatum
2741,Lygodium_japonicum
2742,Lygodium_salicifolium
2743,Lygodium_subareolatum
2744,Lyonia_doyonensis
2745,Lyonia_villosa
2746,Lysimachia_chapaensis
2747,Lysimachia_clethroides
2748,Lysimachia_decurrens
2749,Lysimachia_fortunei
2750,Lysimachia_laxa
2751,Lysimachia_peduncularis
2752,Lysimachia_siamensis
2753,Lysimachia_vittiformis
2754,Lysionotus_pauciflorus
2755,Lysionotus_serratus
2756,Macaranga_denticulata
2757,Macaranga_indica
2758,Macaranga_microcarpa
2759,Macaranga_tanarius
2760,Machaerina_falcata
2761,Machaerina_maingayi
2762,Machilus_chinensis
2763,Machilus_grandibrecteata
2764,Machilus_ichangensis
2765,Machilus_leptophylla
2766,Machilus_oreophila
2767,Machilus_platycarpa
2768,Machilus_salicina
2769,Machilus_velutina
2770,Maclura_fruticosa
2771,Maclurochloa_locbacensis
2772,Macropanax_decandrus
2773,Macropanax_membranifolius
2774,Macropanax_schmidii
2775,Macropanax_simplicifolius
2776,Macropanax_undulatus
2777,Macroptilium_atropurpureum
2778,Macrosolen_avenis
2779,Macrosolen_bidoupensis
2780,Madhuca_alpina
2781,Madhuca_cochinchinensis
2782,Madhuca_firma
2783,Madhuca_hainanensis
2784,Madhuca_pierrei
2785,Maesa_acuminatissima
2786,Maesa_indica
2787,Maesa_montana
2788,Maesa_perlarius
2789,Magnolia_albosericea
2790,Magnolia_bidoupensis
2791,Magnolia_coco
2792,Magnolia_dandyi
2793,Magnolia_fistulosa
2794,Magnolia_tiepii
2795,Mahonia_leptodonta
2796,Malleola_luongii
2797,Malleola_sylvestris
2798,Mallotus_apelta
2799,Mallotus_canii
2800,Mallotus_chuyenii
2801,Mallotus_eberhardtii
2802,Mallotus_floribundus
2803,Mallotus_hanheoensis
2804,Mallotus_kurzii
2805,Mallotus_metcalfianus
2806,Mallotus_mollissimus
2807,Mallotus_oblongifolius
2808,Mallotus_pallidus
2809,Mallotus_peltatus
2810,Mallotus_phongnhaensis
2811,Mallotus_poilanei
2812,Mallotus_resinosus
2813,Mallotus_ustulatus
2814,Malpighia_coccigera
2815,Malvastrum_coromandelianum
2816,Mangifera_dongnaiensis
2817,Mangifera_flava
2818,Mangifera_indica
2819,Mangifera_minutifolia
2820,Mangifera_reba
2821,Manglietia_crassifolia
2822,Manglietia_hainanensis
2823,Manglietia_rufibarbata
2824,Manihot_esculenta
2825,Manilkara_hexandra
2826,Manilkara_zapota
2827,Mapania_kurzii
2828,Mapania_macrocephala
2829,Mapania_palustris
2830,Maranta_arundinacea
2831,Markhamia_stipulata
2832,Markhamia_stipulata_var._kerrii
2833,Marsdenia_glabra
2834,Marsdenia_tinctoria
2835,Marsilea_quadrifolia
2836,Matricaria_chamomilla
2837,Mecopus_nidulans
2838,Medicago_sativa
2839,Medinilla_assamica
2840,Medinilla_petelotii
2841,Meiogyne_hainanensis
2842,Meiogyne_subsessilis
2843,Meistera_caudata
2844,Melaleuca_leucadendron
2845,Melanolepis_multiglandulosa
2846,Melastoma_candidum
2847,Melastoma_normale
2848,Melastoma_saigonense
2849,Melastoma_setigerum
2850,Melientha_suavis
2851,Melinis_minutiflora
2852,Melissa_axillaris
2853,Melocalamus_compactiflorus
2854,Melocalamus_kbangensis
2855,Melocalamus_truongsonensis
2856,Melochia_corchorifolia
2857,Melochia_umbellata
2858,Melodinus_brachyphyllus
2859,Melodinus_erianthus
2860,Melodinus_honbaensis
2861,Melodinus_tonkinensis
2862,Melodorum_fruticosum
2863,Memecylon_angustifolium
2864,Memecylon_fruticosum
2865,Memecylon_lilacinum
2866,Mentha_aquatica
2867,Mentha_rotundifolia
2868,Mentha_x_piperita
2869,Merremia_aegyptia
2870,Merremia_boisiana
2871,Merremia_gemella
2872,Merremia_hirta
2873,Merremia_quinata
2874,Merremia_tuberosa
2875,Merremia_vitifolia
2876,Metathelipteris_flacida
2877,Metathelypteris_singalanense
2878,Michelia_alba
2879,Michelia_champaca
2880,Michelia_figo
2881,Michelia_fulva
2882,Michelia_odorum
2883,Microcarpaea_minima
2884,Microcos_paniculata
2885,Microdesmis_caseariaefolia
2886,Microlepia_ravenii
2887,Micropera_poilanei
2888,Microsaccus_griffithii
2889,Microsorum_fortunei
2890,Microsorum_piliferum
2891,Microsorum_steerei
2892,Microstegium_ciliatum
2893,Microstegium_faurieri
2894,Microstegium_nudum
2895,Microstegium_vimineum
2896,Microtropis_pallens
2897,Miliusa_astiana
2898,Miliusa_balansae
2899,Miliusa_campanulata
2900,Millettia_acutiflora
2901,Millettia_diptera
2902,Millettia_erythrocalyx
2903,Millettia_ichthyochtona
2904,Millettia_leptobotrya
2905,Millettia_nigrescens
2906,Millettia_pachycarpa
2907,Millettia_penduliformis
2908,Millettia_piscidia
2909,Millettia_principis
2910,Millettia_pulchra
2911,Millettia_sericea
2912,Millettia_spireana
2913,Millingtonia_hortensis
2914,Mimosa_pigra
2915,Miscanthus_floridulus
2916,Miscanthus_sinensis
2917,Mischobulbum_macranthum
2918,Mischocarpus_oppositifolius
2919,Mischocarpus_sundaicus
2920,Mitrasacme_indica
2921,Mitrella_touranensis
2922,Mitreola_reticulate
2923,Mitrephora_maingayi
2924,Mitrephora_thorelii
2925,Mnesithea_laevis
2926,Mollugo_pentaphylla
2927,Momordica_charantia
2928,Momordica_subangulata
2929,Monochoria_cyanea
2930,Monochoria_hastata
2931,Monochoria_ovata
2932,Monomeria_barbata
2933,Monotropastrum_humile
2934,Montanoa_bipinnatifida
2935,Morus_alba
2936,Morus_macroura
2937,Mosla_cavaleriei
2938,Mosla_dianthera
2939,Mosla_tamdaoensisi
2940,Mucuna_gigantea
2941,Mucuna_interrupta
2942,Mucuna_pruriens
2943,Muehlenbeckia_platyclada
2944,Muntingia_calabura
2945,Murdannia_bracteata
2946,Murdannia_edulis
2947,Murdannia_japonica
2948,Murdannia_medica
2949,Murdannia_simplex
2950,Murdannia_spirata
2951,Murdannia_vaginata
2952,Musa_coccinea
2953,Musa_itinerans
2954,Musa_ornata
2955,Myosoton_aquaticum
2956,Myriactis_nepalensis
2957,Myriactis_wightii
2958,Myrica_esculenta
2959,Myriopteron_extensum
2960,Myristica_iners
2961,Myrmecodia_tuberosa
2962,Myrsine_linearis
2963,Myrsine_semiserrata
2964,Mytilaria_laosensis
2965,Nageia_fleuryi
2966,Nageia_wallichiana
2967,Najas_malesiana
2968,Nannoglottis_latisquama
2969,Narcissus_tazetta
2970,Neanotis_wightiana
2971,Nelsonia_canencens
2972,Neoalsomitra_integrifoliola
2973,Neocheiropteris_ensata
2974,Neocheiropteris_superficialis
2975,Neocinnamomum_caudatum
2976,Neocinnamomum_delavayi
2977,Neodistemon_indicum
2978,Neolitsea_alongensis
2979,Neolitsea_aurata
2980,Neolitsea_cambodiana
2981,Neolitsea_confertifolia
2982,Neolitsea_oblongifolia
2983,Neolitsea_polycarpa
2984,Neolitsea_tomentosa
2985,Neolitsea_zeylanica
2986,Nepenthes_annamensis
2987,Nephelaphyllum_pulchrum
2988,Nephelaphyllum_thaovyae
2989,Nephelium_hypoleucum
2990,Nephrolepis_cordifolia
2991,Nephrolepis_falcata
2992,Nephrolepis_radicans
2993,Nervilia_aragoana
2994,Nervilia_fordii
2995,Neuwiedia_annamensis
2996,Neuwiedia_inae
2997,Newmania_gracilis
2998,Newmania_serpens
2999,Neyraudia_arundinaceus
3000,Nicotiana_tabacum
3001,Nolina_longifolia
3003,Nosema_cochinchinensis
3004,Nothaphoebe_condensate
3005,Nothaphoebe_umbelliflora
3006,Nymphaea_nouchali
3007,Nymphaea_tetragone
3008,Nypa_fructicans
3009,Oberonia_acarus
3010,Oberonia_anthropophora
3011,Oberonia_cavaleriei
3012,Oberonia_dolichocaulis
3013,Oberonia_ensiformis
3014,Oberonia_falcata
3015,Oberonia_gammiei
3016,Oberonia_kwangsiensis
3017,Oberonia_longibracteata
3018,Oberonia_mucronata
3019,Oberonia_pachyphylla
3020,Oberonia_rasmussenii
3021,Oberonia_rufilabris
3022,Oberonia_trichophora
3023,Oberonia_variabilis
3024,Ochna_integerrima
3025,Ochroma_grandiflorum
3026,Ocimum_americanum
3027,Ocimum_gratissimum
3028,Odontadenia_macrantha
3029,Odontochilus_saprophyticus
3030,Oenanthe_linearis
3031,Olax_evrardii
3032,Olax_nana
3033,Olax_psittacorum
3034,Olea_europaea
3035,Olea_macrophylla
3036,Olea_rosea
3037,Oncosperma_tigillarium
3038,Onychium_siliculosum
3039,Ophiopogon_alatus
3040,Ophiopogon_caulescens
3041,Ophiopogon_draecaenoides
3042,Ophiopogon_hayatae
3043,Ophiopogon_intermedus
3044,Ophiopogon_latifolius
3045,Ophiopogon_marmoratus
3046,Ophiopogon_regnieri
3047,Ophiopogon_stenophyllus
3048,Ophiopogon_tonkinensis
3049,Ophrestia_pinnata
3050,Oplismenus_burmanii
3051,Oplismenus_undulatifolia
3052,Opuntia_monacantha
3053,Orchidantha_vietnamica
3054,Oreocharis_caobangensis
3055,Oreocnide_integrifolia
3056,Oreocnide_rubescens
3057,Oreogrammitis_parvula
3058,Ormocarpum_cochinchinensis
3059,Ormosia_fordiana
3060,Ormosia_inflata
3061,Ormosia_merrilliana
3062,Ormosia_pinnata
3063,Ormosia_semicastrata
3064,Ormosia_sumatrana
3065,Ormosia_tsangii
3066,Oropetium_thomaeum
3067,Orophea_harmandiana
3068,Orophea_mollis
3069,Orophea_polycarpa
3070,Orophea_tonkinensis
3071,Orthosiphon_aristatus
3072,Orthosiphon_rubicundus
3073,Orthosiphon_thymiflorus
3074,Oryza_minuta
3075,Oryza_rufipogon
3076,Osbeckia_chinensis
3077,Osmanthus_fragrans
3078,Osmunda_cinnamomea
3079,Osmunda_vachellii
3080,Ostodes_paniculata
3081,Osyricera_spadiciflorum
3082,Otochilus_fuscus
3083,Otochilus_pseudoporrectus
3084,Ottelia_balansae
3085,Oxalis_acetosella
3086,Oxalis_corymbosa
3087,Oxyspora_paniculata
3088,Pachira_insignis
3089,Pachyptera_(DC.)
3090,Pachystoma_pubescens
3091,Paeonia_lactiflora
3092,Palaquium_annamensis
3093,Palaquium_obovatum
3094,Palaquium_ridleyi
3095,Panax_vietnamensis
3096,Pandanus_affinis
3097,Pandanus_bipollicaris
3098,Pandanus_ceratostigma
3099,Pandanus_fibrosus
3100,Pandanus_horizontalis
3101,Pandanus_kaida
3102,Pandanus_nanofrutex
3103,Pandanus_tectorius
3104,Pandanus_urophyllus
3105,Panicum_amoenum
3106,Panicum_atrosanguineum
3107,Panicum_bisulcatum
3108,Panicum_curviflorum
